from_ksh,to_ksh,to_name,road_km,drive_minutes,haversine_km
08776,07995,Lövőpetri,19.8,29,10.9
08776,17756,Demecser,19.8,23,11.6
08776,17224,Petneháza,22.2,27,11.9
08776,22415,Fényeslitke,16.8,22,12.3
08776,03586,Szabolcsveresmart,17.5,20,12.9
08776,14508,Dombrád,24.4,28,13.0
08776,16957,Tornyospálca,19.1,30,13.4
08776,31857,Ramocsaháza,24.3,27,14.1
06673,07898,Halimba,9.5,14,6.6
06673,30173,Kislőd,10.2,14,6.9
06673,32276,Devecser,15.5,19,9.0
06673,20853,Úrkút,13.5,15,9.0
06673,07065,Városlőd,13.7,16,9.8
06673,20437,Magyarpolány,11.3,17,10.5
06673,14757,Noszlop,13.8,18,11.5
06673,07922,Szentgál,16.5,18,11.7
06673,19196,Nagyvázsony,19.7,20,12.8
06673,14270,Káptalanfa,23.8,34,13.9
06673,26569,Somlóvásárhely,18.0,23,14.0
06673,14553,Kapolcs,24.4,27,14.8
06673,23658,Herend,20.1,22,15.1
06673,24004,Nyirád,19.2,25,15.1
06673,29513,Bakonyjákó,25.2,30,16.6
06673,02714,Tótvázsony,30.0,29,18.2
06673,04631,Tüskevár,25.1,26,18.4
06673,25779,Somlószőlős,28.0,30,19.3
06673,12654,Zalahaláp,26.6,32,19.5
06673,32212,Márkó,28.2,29,19.7
06682,25229,Bakonysárkány,5.0,6,4.0
06682,18139,Ácsteszér,11.0,16,4.5
06682,23588,Nagyveleg,26.3,27,5.0
06682,31990,Súr,11.8,15,5.4
06682,18485,Mór,14.7,15,7.8
06682,17330,Kisbér,16.3,21,8.4
06682,08730,Bakonycsernye,20.0,23,9.7
06682,22381,Bakonyszombathely,14.9,18,10.4
06682,30012,Réde,27.2,33,10.6
06682,17774,Pusztavám,25.6,29,11.5
06682,31103,Balinka,25.9,26,11.6
06682,31699,Csetény,24.2,28,11.8
06682,16416,Császár,19.1,22,12.6
06682,18254,Bodajk,27.1,27,13.0
06682,23852,Ászár,18.6,21,13.9
06682,07311,Bokod,30.1,33,14.9
06682,02936,Dudar,29.1,34,15.1
06682,02200,Isztimér,39.1,40,15.6
06682,22813,Bakonyszentkirály,33.8,38,15.9
06682,33516,Szákszend,26.9,29,17.0
21944,25432,Tabdi,12.3,17,6.9
21944,18218,Soltszentimre,25.2,33,7.4
21944,12344,Csengőd,13.7,16,8.8
21944,18458,Harta,27.6,32,9.5
21944,09344,Kiskőrös,10.5,13,10.0
21944,07861,Dunapataj,29.4,30,14.6
21944,19530,Szakmár,39.7,41,15.0
21944,30605,Kaskantyú,19.5,25,15.7
21944,18670,Páhi,19.0,25,15.7
21944,14058,Fülöpszállás,26.6,25,15.8
21944,19789,Kecel,25.6,28,17.4
21944,29115,Solt,19.0,19,17.5
21944,19983,Soltvadkert,20.3,25,18.2
21944,21999,Izsák,28.8,32,18.2
21944,29337,Madocsa,44.6,48,19.7
21944,06558,Bölcske,39.9,43,21.3
21944,25061,Szabadszállás,31.8,31,21.5
21944,16939,Orgovány,37.6,40,22.0
21944,08305,Bócsa,31.9,34,23.3
21944,27845,Homokmégy,44.2,52,23.8
33093,34290,Berente,7.7,11,2.7
33093,32498,Kondó,11.3,16,4.0
33093,06691,Kazincbarcika,16.8,23,4.5
33093,16054,Sajószentpéter,7.0,12,5.4
33093,21546,Múcsony,15.1,20,6.1
33093,11110,Szuhakálló,15.4,21,6.1
33093,21193,Radostyán,11.2,16,6.2
33093,26745,Parasznya,14.0,20,8.1
33093,03504,Sajóbábony,15.0,23,8.6
33093,14784,Tardona,23.6,30,9.0
33093,16799,Borsodszirák,12.8,23,9.5
33093,14313,Sajókaza,18.8,24,9.7
33093,27331,Sajóecseg,13.3,19,9.9
33093,34120,Rudolftelep,18.8,26,10.3
33093,11819,Kurityán,20.1,26,10.3
33093,05591,Izsófalva,18.8,23,10.4
33093,25159,Bánhorváti,24.9,32,11.1
33093,26949,Sajókeresztúr,13.8,19,11.3
33093,10728,Edelény,18.5,25,11.5
33093,32762,Felsőnyárád,22.2,28,12.3
26824,07001,Nagykarácsony,22.1,25,6.7
26824,20358,Előszállás,17.1,21,8.4
26824,13152,Cece,12.2,16,8.4
26824,23694,Sárbogárd,12.5,19,8.9
26824,17552,Mezőfalva,23.4,29,12.1
26824,34342,Daruszentmiklós,26.0,28,12.7
26824,02459,Vajta,18.4,23,13.5
26824,15006,Németkér,23.2,28,14.0
26824,31501,Dunaföldvár,28.3,32,14.1
26824,07047,Baracs,40.6,39,14.8
26824,20783,Simontornya,19.8,24,15.1
26824,32364,Nagylók,26.5,34,15.6
26824,09371,Pálfa,25.0,28,16.4
26824,31538,Sárszentágota,20.3,26,16.4
26824,23427,Hantos,30.3,38,17.9
26824,21069,Dunaegyháza,32.5,37,18.6
26824,17738,Igar,24.2,27,18.8
26824,29036,Mezőszilas,23.0,29,18.8
26824,26134,Nagyvenyim,46.3,44,19.0
26824,11031,Tolnanémedi,23.5,26,20.5
25265,23135,Jásztelek,10.2,17,3.9
25265,22859,Jánoshida,14.9,18,4.4
25265,30711,Jászalsószentgyörgy,23.4,63,5.9
25265,15811,Jászboldogháza,17.6,27,8.3
25265,25186,Jászjákóhalma,18.9,25,8.5
25265,22202,Jászapáti,25.3,29,11.4
25265,22798,Jászkisér,27.5,34,13.1
25265,18209,Jászberény,17.0,19,13.2
25265,21111,Jászladány,18.4,24,13.5
25265,17303,Tápiógyörgye,21.2,26,13.8
25265,17978,Jászdózsa,20.6,29,14.3
25265,05777,Szászberek,20.7,28,15.2
25265,09122,Farmos,29.3,32,15.3
25265,14146,Tápiószele,23.9,30,16.4
25265,14128,Tarnaörs,27.8,37,17.1
25265,15291,Újszász,25.5,30,17.5
25265,13514,Jászszentandrás,31.8,35,18.1
25265,23579,Jászfelsőszentgyörgy,24.0,26,20.1
25265,17808,Újszilvás,28.8,34,20.5
25265,20118,Erk,30.1,40,20.7
31653,20640,Ceglédbercel,6.1,9,4.8
31653,31811,Dánszentmiklós,10.0,13,6.3
31653,09821,Pilis,8.5,12,6.4
31653,22248,Pánd,22.6,26,9.8
31653,27827,Káva,17.8,19,10.4
31653,23038,Nyáregyháza,13.1,17,11.1
31653,34397,Monorierdő,12.3,16,11.5
31653,19682,Újlengyel,16.3,18,11.6
31653,23083,Pusztavacs,15.0,19,12.2
31653,15015,Tápióbicske,28.2,32,13.4
31653,05184,Csemő,19.0,31,15.1
31653,11341,Cegléd,22.3,19,15.6
31653,14571,Tápiószentmárton,19.1,40,15.7
31653,09405,Tápióság,30.7,35,16.1
31653,10551,Monor,16.9,22,16.2
31653,09441,Gomba,24.5,24,16.2
31653,09849,Hernád,24.7,27,16.3
31653,06293,Újhartyán,27.8,27,16.5
31653,18476,Csévharaszt,20.5,28,17.6
31653,02769,Tápiószőlős,33.5,33,18.2
15176,29939,Felcsút,3.4,5,3.0
15176,02750,Vértesacsa,8.1,10,6.1
15176,13897,Vértesboglár,12.9,17,6.4
15176,19549,Szár,11.4,15,8.3
15176,10481,Bicske,12.5,15,8.9
15176,05829,Vál,10.0,14,9.1
15176,02316,Etyek,13.2,14,10.6
15176,20002,Csákvár,20.1,26,11.5
15176,33491,Szárliget,14.5,16,11.7
15176,15918,Gyúró,18.5,28,11.8
15176,23490,Mány,16.7,21,12.9
15176,19114,Lovasberény,15.8,18,13.5
15176,33552,Herceghalom,24.4,23,13.6
15176,21005,Tordas,24.8,29,14.5
15176,25034,Zsámbék,28.2,25,16.0
15176,21786,Pázmánd,25.4,30,16.1
15176,15750,Gánt,24.9,28,16.3
15176,08891,Biatorbágy,20.0,22,17.2
15176,06840,Sóskút,25.6,26,17.3
15176,15282,Vértessomló,35.9,41,18.0
06345,05759,Vécs,10.3,18,3.8
06345,15307,Kápolna,5.6,8,4.0
06345,20747,Feldebrő,6.8,11,4.3
06345,23995,Kompolt,12.4,16,7.2
06345,09201,Detk,19.3,27,8.1
06345,28079,Kerecsend,15.2,18,9.2
06345,07515,Domoszló,20.7,25,9.2
06345,24147,Verpelét,11.3,21,9.3
06345,32179,Kál,13.0,15,9.5
06345,08660,Demjén,17.8,22,10.5
06345,13648,Egerszólát,24.6,35,10.8
06345,11411,Halmajugra,21.3,27,11.3
06345,32966,Tarnabod,18.5,24,11.7
06345,17163,Tarnazsadány,32.4,33,11.8
06345,16540,Markaz,25.6,31,12.8
06345,24758,Egerszalók,19.8,24,13.3
06345,24235,Erdőtelek,16.7,21,13.4
06345,03276,Füzesabony,20.2,22,13.7
06345,26879,Nagyfüged,28.5,28,14.5
06345,24554,Abasár,28.9,33,14.5
34245,31705,Sándorfalva,19.0,19,8.3
34245,12007,Szatymaz,20.3,19,12.3
34245,33367,Szeged,14.7,19,12.6
34245,30535,Dóc,28.6,30,13.9
34245,10515,Maroslele,21.7,18,14.2
34245,24077,Deszk,21.5,29,14.4
34245,25733,Mártély,21.6,22,16.1
34245,08314,Hódmezővásárhely,19.5,20,16.2
34245,17765,Zsombó,25.5,25,16.9
34245,13383,Domaszék,25.3,20,17.4
34245,18999,Ferencszállás,29.9,37,17.9
34245,16966,Tiszasziget,24.0,32,18.5
34245,14924,Újszentiván,22.2,28,18.9
34245,23676,Balástya,31.1,22,19.0
34245,14410,Kübekháza,29.8,36,20.6
34245,09210,Földeák,35.1,25,21.0
34245,29106,Baks,32.9,39,21.3
34245,13161,Röszke,32.3,23,21.4
34245,21555,Mindszent,34.5,32,21.4
34245,08192,Bordány,30.4,28,22.2
02644,02608,Zalaszentiván,3.8,5,3.6
02644,21050,Pókaszepetk,7.9,9,5.2
02644,33428,Egervár,14.1,13,5.7
02644,19512,Alsónemesapáti,6.8,8,6.2
02644,32054,Zalaegerszeg,10.2,12,8.8
02644,20589,Nagykapornak,14.8,16,10.6
02644,24280,Zalabér,14.8,17,11.2
02644,09724,Győrvár,16.2,19,11.6
02644,20613,Búcsúszentlászló,13.0,14,11.9
02644,32522,Zalaszentgrót,23.1,27,12.2
02644,32124,Bérbaltavár,15.2,16,12.6
02644,08828,Teskánd,15.5,19,13.0
02644,30368,Bagod,20.9,21,14.3
02644,07232,Zalaszentlászló,29.8,34,14.8
02644,17543,Bocfölde,23.4,25,15.0
02644,32902,Kehidakustány,29.6,31,15.2
02644,04002,Zalacsány,25.4,26,16.2
02644,30942,Gersekarát,26.8,30,16.2
02644,07667,Oszkó,25.7,28,16.6
02644,04455,Nagylengyel,21.8,25,17.4
13329,16355,Szentlászló,8.0,13,5.3
13329,33066,Ibafa,4.1,7,5.5
13329,29540,Mozsgó,13.4,18,7.9
13329,29142,Somogyhárságy,19.5,31,8.0
13329,07126,Hetvehely,44.6,52,10.9
13329,23162,Bükkösd,40.7,44,11.0
13329,32780,Simonfa,22.7,28,11.3
13329,33233,Gödre,42.9,49,12.4
13329,23807,Somogyapáti,17.9,29,14.1
13329,27164,Nagypeterd,24.5,27,14.3
13329,16285,Mindszentgodisa,64.4,71,14.7
13329,26578,Szigetvár,17.3,20,15.4
13329,25706,Szentbalázs,32.7,39,16.6
13329,12548,Abaliget,51.6,56,16.9
13329,15866,Szentlőrinc,33.2,35,17.6
13329,32160,Sásd,53.7,62,18.1
13329,15103,Szenna,52.5,60,18.4
13329,07773,Dencsháza,23.0,28,19.6
13329,33932,Hobol,25.5,31,20.2
13329,16258,Lad,29.1,41,20.3
32346,20163,Naszály,5.3,6,5.0
32346,05449,Komárom,9.6,14,8.4
32346,22619,Szomód,11.5,13,9.1
32346,26930,Mocsa,12.2,15,9.1
32346,33826,Neszmély,17.0,21,10.7
32346,20127,Tata,13.8,16,12.2
32346,20923,Kisigmánd,22.5,26,13.5
32346,02510,Kocs,20.1,22,15.1
32346,29212,Baj,17.1,22,15.1
32346,08688,Süttő,21.3,25,15.6
32346,22372,Nagyigmánd,24.6,27,16.7
32346,30225,Tardos,23.2,26,17.3
32346,31264,Vértesszőlős,18.6,24,17.5
32346,15255,Lábatlan,22.5,28,19.4
32346,30553,Környe,20.3,22,19.8
32346,07630,Kömlőd,24.8,29,20.2
32346,04428,Ács,21.8,30,20.4
32346,19363,Bábolna,29.7,33,21.5
32346,15352,Nyergesújfalu,25.3,33,21.6
32346,33516,Szákszend,35.6,39,21.7
23384,32902,Kehidakustány,12.1,13,3.7
23384,04002,Zalacsány,7.9,8,5.1
23384,20589,Nagykapornak,5.7,6,5.4
23384,07232,Zalaszentlászló,16.8,18,5.4
23384,18041,Karmacs,20.8,23,8.4
23384,32522,Zalaszentgrót,21.4,23,9.0
23384,19512,Alsónemesapáti,13.7,13,9.6
23384,11165,Szentpéterúr,17.4,19,10.2
23384,03814,Hévíz,17.4,18,11.1
23384,20613,Búcsúszentlászló,17.4,17,11.3
23384,17400,Zalaapáti,19.2,22,12.4
23384,23898,Rezi,26.4,29,12.9
23384,32081,Alsópáhok,20.0,18,13.0
23384,21050,Pókaszepetk,19.0,19,13.1
23384,24280,Zalabér,25.9,27,13.9
23384,02608,Zalaszentiván,22.4,23,14.4
23384,31741,Pacsa,21.4,22,14.9
23384,33288,Zalaszántó,32.1,32,15.0
23384,18449,Zalaszentmihály,17.8,18,15.1
23384,21397,Sümegcsehi,32.5,36,16.5
29595,16045,Kunágota,7.3,10,4.7
29595,04242,Nagykamarás,5.5,9,5.2
29595,22132,Dombiratos,12.2,15,5.6
29595,30128,Medgyesegyháza,13.1,16,6.1
29595,11536,Magyardombegyház,14.6,16,8.8
29595,27906,Magyarbánhegyes,14.2,17,8.9
29595,31574,Kevermes,13.0,17,9.4
29595,18838,Kisdombegyház,15.1,17,9.9
29595,03461,Kétegyháza,24.8,28,10.2
29595,20765,Medgyesbodzás,19.4,24,13.1
29595,30322,Mezőkovácsháza,18.9,21,13.1
29595,26028,Nagybánhegyes,20.7,25,13.3
29595,24031,Dombegyház,19.0,22,13.4
29595,32957,Elek,25.1,27,13.7
29595,21209,Lőkösháza,16.9,20,13.7
29595,02352,Újkígyós,31.4,35,14.8
29595,31325,Szabadkígyós,36.3,39,16.0
29595,18102,Battonya,30.8,33,16.5
29595,20455,Csanádapáca,24.6,29,18.0
29595,31228,Végegyháza,23.9,28,18.2
20376,29540,Mozsgó,4.3,7,3.6
20376,33066,Ibafa,21.8,31,4.1
20376,16355,Szentlászló,13.8,19,7.0
20376,23162,Bükkösd,36.5,40,7.8
20376,27164,Nagypeterd,20.3,24,7.8
20376,07126,Hetvehely,40.4,48,9.7
20376,26578,Szigetvár,13.0,17,10.5
20376,29142,Somogyhárságy,20.1,33,11.1
20376,23807,Somogyapáti,22.6,28,11.9
20376,15866,Szentlőrinc,29.0,32,11.9
20376,07773,Dencsháza,18.7,25,13.8
20376,33932,Hobol,21.3,27,15.2
20376,20552,Királyegyháza,31.1,35,15.6
20376,12548,Abaliget,47.3,52,15.6
20376,15079,Szabadszentkirály,34.1,38,16.6
20376,16285,Mindszentgodisa,60.1,68,17.3
20376,13310,Bicsérd,36.5,41,17.3
20376,33233,Gödre,48.7,55,17.7
20376,32780,Simonfa,28.4,34,17.7
20376,15538,Kővágószőlős,40.7,43,18.0
27641,17455,Kokad,5.1,7,3.8
27641,20011,Bagamér,5.4,6,4.9
27641,05768,Létavértes,11.0,14,8.7
27641,20419,Újléta,19.4,22,9.3
27641,08989,Vámospércs,12.8,14,11.7
27641,25894,Monostorpályi,21.4,25,15.3
27641,32294,Nyírábrány,25.6,28,15.8
27641,11837,Pocsaj,21.1,24,17.3
27641,06266,Hosszúpályi,24.6,28,19.0
27641,14003,Nyíracsád,29.1,34,21.5
27641,25469,Esztár,29.6,36,22.4
27641,32382,Nyírmártonfalva,24.7,32,23.0
27641,26170,Hajdúbagos,29.1,35,23.3
27641,22150,Fülöp,33.8,40,23.7
27641,15477,Kismarja,30.8,36,23.9
27641,25964,Konyár,38.8,45,26.2
27641,17084,Penészlek,40.8,46,26.3
27641,24217,Mikepércs,33.9,38,26.6
27641,15130,Debrecen,33.9,37,27.4
27641,29391,Hencida,36.2,43,27.8
20482,30508,Karos,5.7,9,4.4
20482,30003,Vajdácska,8.7,13,5.6
20482,23737,Bodroghalom,7.1,8,5.6
20482,05120,Sátoraljaújhely,9.5,11,6.1
20482,21218,Karcsa,10.5,16,7.5
20482,27474,Sárospatak,12.3,29,8.5
20482,15893,Pácin,15.6,22,11.7
20482,13976,Tiszakarád,15.1,18,12.6
20482,30137,Hercegkút,23.4,26,13.1
20482,05069,Györgytarló,24.5,30,14.4
20482,24253,Mikóháza,32.4,41,14.7
20482,14401,Bodrogolaszi,20.1,26,15.3
20482,03939,Cigánd,25.8,31,16.0
20482,14447,Tiszatelek,45.4,60,17.1
20482,05458,Kenézlő,29.9,36,19.2
20482,05096,Viss,33.4,40,19.3
20482,28051,Tolcsva,33.3,32,19.9
20482,14508,Dombrád,34.5,46,19.9
20482,12362,Pálháza,25.8,30,20.2
20482,19220,Ricse,30.5,40,20.3
34184,28963,Somogyjád,5.6,7,4.0
34184,23630,Mernye,10.8,19,5.5
34184,19770,Osztopán,9.6,11,6.9
34184,31219,Somogyaszaló,23.3,25,7.1
34184,21856,Somogyvámos,23.0,31,7.8
34184,19442,Somogyvár,20.4,24,11.0
34184,30854,Mezőcsokonya,22.6,26,11.1
34184,09928,Hetes,18.3,21,11.3
34184,10427,Magyaratád,22.3,31,11.6
34184,06451,Gamás,23.8,32,12.9
34184,24493,Kisbárapáti,35.8,50,13.5
34184,18078,Somogyfajsz,18.4,21,14.5
34184,28723,Somogysárd,27.6,31,14.5
34184,11192,Igal,20.9,30,14.9
34184,19026,Pusztakovácsi,24.0,28,15.4
34184,20473,Kaposvár,23.2,27,15.6
34184,07056,Öreglak,22.6,31,16.2
34184,18227,Kaposmérő,26.2,26,16.6
34184,04932,Taszár,33.3,33,17.3
34184,09098,Kaposfő,28.2,29,17.7
19664,12487,Újcsanálos,8.2,12,3.2
19664,21768,Megyaszó,10.1,20,4.4
19664,21351,Szikszó,23.6,29,6.2
19664,15608,Gesztely,13.5,16,6.2
19664,04233,Aszaló,23.7,31,6.5
19664,22558,Onga,19.7,25,6.9
19664,24165,Hernádkak,12.7,17,8.6
19664,21829,Hernádkércs,13.5,21,8.8
19664,11660,Legyesbénye,14.4,20,8.9
19664,31200,Hernádnémeti,15.1,17,9.3
19664,27942,Halmaj,16.8,22,9.3
19664,07825,Monok,22.2,28,10.0
19664,03771,Arnót,27.5,28,10.2
19664,29814,Alsóvadász,29.5,37,11.7
19664,20738,Sajóvámos,29.6,36,11.8
19664,02848,Felsőzsolca,18.9,20,12.4
19664,06929,Bekecs,18.8,21,12.4
19664,21032,Alsózsolca,19.0,23,13.0
19664,05306,Bőcs,20.1,25,13.3
19664,18245,Taktaharkány,25.6,30,13.8
14429,18184,Baktakék,3.8,4,3.3
14429,29708,Felsőgagy,3.7,4,3.7
14429,31015,Szalaszend,22.0,23,7.2
14429,23533,Felsővadász,20.9,22,8.6
14429,33048,Encs,36.5,28,9.4
14429,19576,Krasznokvajda,10.5,12,9.7
14429,25618,Méra,18.9,20,10.0
14429,30483,Forró,17.0,17,10.4
14429,27191,Novajidrány,23.3,25,10.5
14429,29717,Rakaca,16.7,17,11.5
14429,19840,Hernádvécse,29.6,26,11.8
14429,08086,Ináncs,18.7,20,12.5
14429,03531,Léh,14.2,18,12.8
14429,15857,Lak,31.7,39,13.4
14429,21087,Vizsoly,29.1,32,14.2
14429,11581,Vilmány,31.1,33,15.7
14429,21236,Homrogd,26.4,34,16.1
14429,26718,Abaújkér,23.2,26,16.3
14429,11697,Hidasnémeti,36.0,31,16.7
14429,27942,Halmaj,28.8,25,17.3
17385,04899,Bikal,10.6,14,3.9
17385,06813,Mágocs,7.2,12,6.5
17385,05999,Kárász,28.1,34,7.0
17385,02264,Vásárosdombó,18.1,22,7.6
17385,27401,Egyházaskozár,15.3,20,8.0
17385,18962,Kaposszekcső,16.1,20,9.2
17385,33765,Szászvár,23.9,30,11.2
17385,25539,Györe,29.8,39,11.6
17385,26408,Komló,38.6,47,12.2
17385,07685,Dombóvár,17.2,23,12.4
17385,32160,Sásd,24.6,31,12.6
17385,22600,Magyarszék,36.1,42,13.0
17385,24411,Lengyel,24.0,30,13.2
17385,33756,Máza,25.8,33,13.4
17385,05430,Magyarhertelend,36.7,43,14.8
17385,02565,Döbrököz,26.1,34,15.3
17385,20507,Kurd,27.3,35,16.1
17385,16285,Mindszentgodisa,33.1,40,16.1
17385,26125,Aparhant,35.7,43,16.4
17385,23296,Kapospula,24.3,31,16.9
29665,09414,Várdomb,5.3,10,3.1
29665,20701,Mórágy,6.5,9,3.7
29665,11563,Alsónyék,12.7,14,9.2
29665,08961,őcsény,14.7,18,9.6
29665,08864,Bátaszék,14.2,19,10.0
29665,22761,Szekszárd,14.6,18,10.7
29665,02033,Kakasd,28.4,31,11.2
29665,20279,Véménd,23.6,25,11.4
29665,24989,Decs,18.1,28,11.7
29665,06798,Hidas,25.1,31,12.6
29665,06497,Bonyhád,24.3,31,13.4
29665,13444,Mecseknádasd,28.2,33,14.1
29665,11712,Báta,23.8,29,15.4
29665,10135,Palotabozsok,22.1,23,15.5
29665,14030,Nagymányok,29.2,34,15.9
29665,25645,Sióagárd,25.4,40,17.1
29665,26125,Aparhant,32.6,40,18.3
29665,21625,Zomba,32.2,36,19.0
29665,02857,Geresdlak,36.6,40,19.3
29665,09186,Dunaszekcső,26.6,32,19.5
23199,09584,Dunaharaszti,7.8,12,6.0
23199,30720,Taksony,13.5,17,6.6
23199,04075,Ócsa,11.0,14,7.7
23199,20534,Dunavarsány,15.2,19,8.3
23199,25627,Gyál,10.8,13,8.7
23199,06035,Felsőpakony,16.1,19,8.9
23199,09973,Délegyháza,21.0,29,9.5
23199,28954,Szigetszentmiklós,21.0,22,11.2
23199,10755,Majosháza,21.3,25,11.5
23199,13277,Szigethalom,18.7,24,11.8
23199,32027,Bugyi,19.7,22,12.1
23199,26815,Vecsés,15.3,18,12.9
23199,32106,Inárcs,17.7,23,12.9
23199,10108,Áporka,24.7,27,14.6
23199,29823,Tököl,28.4,29,15.2
23199,09690,Halásztelek,22.7,25,15.6
23199,10816,Kiskunlacháza,27.4,30,15.8
23199,12894,Üllő,26.4,26,16.2
23199,07870,Szigetcsép,28.8,41,16.3
23199,22585,Vasad,37.0,39,16.6
19512,20613,Búcsúszentlászló,6.2,6,5.6
19512,20589,Nagykapornak,8.0,8,5.8
19512,02608,Zalaszentiván,8.7,10,6.6
19512,32054,Zalaegerszeg,9.5,11,7.0
19512,17543,Bocfölde,21.2,22,10.4
19512,33428,Egervár,16.3,15,10.8
19512,21050,Pókaszepetk,14.7,16,11.1
19512,11165,Szentpéterúr,17.3,18,12.4
19512,18449,Zalaszentmihály,14.4,16,12.4
19512,08828,Teskánd,17.7,20,12.5
19512,04002,Zalacsány,18.7,18,12.7
19512,32902,Kehidakustány,22.8,23,13.2
19512,04738,Bak,23.3,23,14.0
19512,08068,Gellénháza,21.6,24,14.0
19512,04455,Nagylengyel,21.1,23,14.0
19512,07232,Zalaszentlászló,27.5,28,14.5
19512,32522,Zalaszentgrót,32.1,33,14.6
19512,31741,Pacsa,21.3,21,15.7
19512,24280,Zalabér,21.5,25,16.0
19512,30368,Bagod,23.2,22,16.4
11563,08864,Bátaszék,6.2,9,5.7
11563,11712,Báta,15.8,20,6.5
11563,09414,Várdomb,11.4,14,6.5
11563,24989,Decs,20.3,27,7.7
11563,20701,Mórágy,10.6,11,9.3
11563,08961,őcsény,19.1,16,11.9
11563,20279,Véménd,20.5,19,12.0
11563,28820,Szeremle,27.7,36,12.6
11563,10135,Palotabozsok,19.0,17,12.9
11563,09186,Dunaszekcső,18.7,23,13.2
11563,03522,Baja,17.8,20,15.8
11563,22761,Szekszárd,25.0,19,16.2
11563,11864,Érsekcsanád,24.5,28,16.4
11563,23472,Somberek,24.0,22,16.8
11563,03656,Bátmonostor,27.6,33,16.9
11563,27933,Himesháza,28.6,27,19.7
11563,02033,Kakasd,40.5,31,20.0
11563,25955,Nagybaracska,34.7,40,20.6
11563,21245,Sükösd,47.0,33,20.6
11563,02857,Geresdlak,33.5,34,20.9
30526,05838,Balatonalmádi,5.2,7,5.0
30526,02185,Csopak,5.1,7,5.1
30526,21175,Balatonfüred,9.6,12,8.8
30526,16267,Szentkirályszabadja,13.7,19,9.3
30526,05148,Balatonkenese,18.6,24,9.4
30526,17631,Siófok,47.8,44,9.6
30526,06008,Zamárdi,24.6,46,10.9
30526,02219,Balatonfűzfő,11.7,15,11.2
30526,03559,Balatonvilágos,35.8,39,11.2
30526,30465,Tihany,17.2,24,12.1
30526,34421,Balatonakarattya,29.6,32,12.3
30526,04552,Litér,16.1,20,12.9
30526,02194,Nemesvámos,17.4,20,14.6
30526,16601,Balatonszabadi,42.9,45,14.7
30526,22451,Pécsely,18.2,22,15.8
30526,07117,Balatonföldvár,25.0,46,16.1
30526,19460,Balatonendréd,59.0,51,16.2
30526,02714,Tótvázsony,24.1,26,16.4
30526,29461,Balatonfőkajár,29.1,34,16.6
30526,15510,Kőröshegy,26.3,47,17.3
32081,03814,Hévíz,6.7,9,4.7
32081,14906,Sármellék,5.9,8,5.0
32081,18421,Keszthely,7.9,10,5.0
32081,17400,Zalaapáti,10.3,11,6.5
32081,04002,Zalacsány,13.2,12,8.1
32081,23302,Gyenesdiás,11.3,12,9.5
32081,18041,Karmacs,13.6,15,9.6
32081,11165,Szentpéterúr,19.0,19,10.0
32081,13736,Zalavár,10.5,13,10.2
32081,32902,Kehidakustány,16.5,16,10.6
32081,23898,Rezi,14.4,16,10.6
32081,12919,Vonyarcvashegy,14.0,16,11.2
32081,21324,Balatonszentgyörgy,15.1,15,12.0
32081,31741,Pacsa,16.3,16,12.1
32081,27377,Balatonberény,17.8,18,12.2
32081,28778,Dióskál,17.6,19,13.3
32081,07232,Zalaszentlászló,18.7,18,13.7
32081,20589,Nagykapornak,22.7,20,14.4
32081,33288,Zalaszántó,18.6,20,15.6
32081,21476,Felsőrajk,23.4,25,16.2
16425,12195,Romhány,14.6,18,4.9
16425,09797,Nézsa,5.3,6,5.1
16425,29425,Nőtincs,10.7,13,6.7
16425,27687,Kosd,26.9,31,8.0
16425,04507,Szendehely,17.1,20,8.3
16425,18689,Penc,13.3,20,8.4
16425,24174,Tereske,16.7,20,8.8
16425,32300,Nógrádkövesd,17.7,20,9.1
16425,08387,Nógrádsáp,11.1,13,9.1
16425,23825,Rétság,14.0,17,9.4
16425,02370,Rád,14.4,18,10.2
16425,24934,Vác,24.4,30,11.9
16425,32407,Magyarnándor,28.4,31,13.0
16425,05917,Vácduka,23.7,28,13.7
16425,18573,Acsa,19.7,23,14.0
16425,09894,Borsosberény,18.1,22,14.1
16425,33729,Verőce,27.2,35,14.1
16425,21388,Püspökhatvan,24.3,30,14.2
16425,21582,Érsekvadkert,20.7,22,14.4
16425,02389,Bercel,18.1,20,14.4
18829,21476,Felsőrajk,2.8,4,1.9
18829,28778,Dióskál,17.5,19,3.8
18829,12089,Gelse,7.3,10,6.1
18829,31741,Pacsa,10.8,12,6.5
18829,25052,Orosztony,8.7,11,6.7
18829,10269,Hahót,12.7,15,7.3
18829,18449,Zalaszentmihály,13.2,14,8.8
18829,18564,Zalaszentbalázs,12.7,14,9.6
18829,19080,Söjtör,18.8,23,10.8
18829,17400,Zalaapáti,16.7,19,11.0
18829,11165,Szentpéterúr,14.0,16,11.2
18829,12946,Garabonc,20.0,24,12.4
18829,13736,Zalavár,20.9,25,13.2
18829,14906,Sármellék,23.6,25,13.6
18829,06530,Pusztamagyaród,27.3,34,14.3
18829,11785,Zalakaros,24.0,29,15.1
18829,20613,Búcsúszentlászló,21.8,25,15.6
18829,04738,Bak,25.9,29,16.4
18829,32081,Alsópáhok,25.0,26,16.9
18829,20589,Nagykapornak,22.2,23,17.8
23223,24253,Mikóháza,17.8,23,2.8
